t,Fx_pressure_N,Fx_viscous_N
2007.59,-21.75786,-42.90449
2007.61,-20.51452,-42.85307
2007.62,-19.02789,-42.79509
2007.64,-17.93177,-42.71789
2007.66,-16.63015,-42.63952
2007.68,-15.38369,-42.56952
2007.7,-14.10902,-42.49499
2007.72,-12.94792,-42.4204
2007.74,-11.98692,-42.3524
2007.76,-10.74578,-42.28597
2007.78,-9.666152,-42.23307
2007.8,-8.40471,-42.19402
2007.82,-7.680351,-42.16924
2007.84,-6.923039,-42.14952
2007.86,-6.201308,-42.13215
2007.87,-5.361908,-42.10901
2007.89,-4.428925,-42.05704
2007.91,-3.953781,-42.0036
2007.93,-3.281496,-41.94217
2007.95,-2.262875,-41.87484
2007.97,-1.807902,-41.81855
2007.99,-1.35069,-41.7723
2008.01,-0.8540871,-41.72816
2008.02,-0.431443,-41.65889
2008.04,0.1689262,-41.57601
2008.06,0.9687439,-41.49011
2008.08,1.30694,-41.40843
2008.1,2.082263,-41.32915
2008.11,2.222547,-41.27849
2008.13,2.551849,-41.2338
2008.15,3.018543,-41.19165
2008.16,3.204548,-41.12338
2008.18,3.256963,-41.06104
2008.2,3.511038,-41.01247
2008.22,3.845158,-40.94552
2008.23,4.01842,-40.89213
2008.25,4.322911,-40.86704
2008.27,4.488283,-40.8452
2008.28,4.853278,-40.81251
2008.3,5.345799,-40.7819
2008.32,5.282155,-40.74971
2008.33,5.322179,-40.72526
2008.35,5.242454,-40.68748
2008.37,5.45169,-40.65984
2008.39,5.663108,-40.65617
2008.4,5.55344,-40.6652
2008.42,5.536332,-40.67255
2008.44,5.545282,-40.70041
2008.45,5.814627,-40.72629
2008.47,6.013411,-40.75692
2008.49,5.579706,-40.80673
2008.5,5.28524,-40.87734
2008.52,5.090726,-40.94838
2008.54,5.419278,-41.00665
2008.56,5.69892,-41.06441
2008.57,5.814334,-41.11057
2008.59,6.521832,-41.14834
2008.61,6.376593,-41.17042
2008.62,6.312958,-41.18383
2008.64,5.016259,-41.18799
2008.66,6.491195,-41.17161
2008.68,6.440385,-41.15701
2008.69,6.643511,-41.14621
2008.71,6.40996,-41.13669
2008.73,6.879641,-41.12493
2008.74,7.065579,-41.09761
2008.76,6.676299,-41.07806
2008.77,6.13636,-41.06557
2008.79,5.696036,-41.0561
2008.8,5.229718,-41.05656
2008.82,5.430484,-41.05974
2008.84,5.44354,-41.05201
2008.85,5.629578,-41.05742
2008.87,6.099316,-41.055
2008.89,6.384903,-41.02721
2008.9,6.510074,-40.99106
2008.92,5.87814,-40.95403
2008.93,5.441685,-40.92628
2008.95,5.327349,-40.89761
2008.96,5.213804,-40.86881
2008.98,5.237736,-40.83714
2009,5.228384,-40.80032
2009.01,5.181193,-40.77843
2009.03,5.479877,-40.75895
2009.05,4.734074,-40.75882
2009.06,3.852991,-40.7477
2009.08,3.420955,-40.74243
2009.09,3.244092,-40.73115
2009.11,2.106498,-40.71144
2009.13,3.232822,-40.68188
2009.14,3.282138,-40.66691
2009.16,3.389397,-40.65756
2009.17,3.267067,-40.64219
2009.19,2.702389,-40.62447
2009.2,2.240568,-40.60454
2009.22,1.951247,-40.58436
2009.23,1.061409,-40.56188
2009.25,0.4206834,-40.53373
2009.26,0.3549298,-40.49611
2009.28,0.2145676,-40.44714
2009.29,-0.2423681,-40.39313
2009.31,-0.07005963,-40.33606
2009.32,-0.2910927,-40.29034
2009.34,-0.2309629,-40.26288
2009.35,-1.256925,-40.22542
2009.37,-1.509242,-40.17933
2009.38,-2.387592,-40.13269
2009.4,-2.818495,-40.09991
2009.41,-3.049574,-40.07324
2009.43,-4.137542,-40.05198
2009.44,-4.644083,-40.02392
2009.46,-5.73344,-39.99257
2009.47,-6.374236,-39.95844
2009.49,-6.462795,-39.9204
2009.5,-6.912868,-39.8727
2009.52,-8.358142,-39.81167
2009.54,-8.391012,-39.73759
2009.56,-7.846666,-39.66384
2009.57,-8.588518,-39.60963
2009.59,-8.930773,-39.5774
2009.61,-9.728453,-39.54922
2009.62,-10.2642,-39.52726
2009.64,-12.1446,-39.49833
2009.66,-12.73062,-39.42691
2009.68,-13.27043,-39.33139
2009.7,-13.45311,-39.26119
2009.71,-13.81426,-39.20855
2009.73,-14.34015,-39.16118
2009.74,-14.9076,-39.11535
2009.76,-15.27909,-39.05841
2009.77,-15.78325,-38.9906
2009.79,-17.07989,-38.91559
2009.81,-18.08942,-38.83198
2009.83,-18.80474,-38.75231
2009.85,-18.92575,-38.66322
2009.87,-19.44763,-38.57554
2009.88,-20.0457,-38.49759
2009.9,-20.11903,-38.43665
2009.91,-20.98795,-38.37691
2009.93,-22.31415,-38.30517
2009.95,-22.95537,-38.21522
2009.97,-24.38404,-38.11842
2009.99,-24.58979,-38.03214
2010.01,-25.05377,-37.97588
2010.02,-25.68198,-37.91917
2010.04,-27.26379,-37.88218
